"recursive__random__001","recursive__random__002","recursive__random__003","recursive__random__004","recursive__random__005","recursive__ordered_decreasing__001","recursive__ordered_decreasing__002","recursive__ordered_decreasing__003","recursive__ordered_decreasing__004","recursive__ordered_decreasing__005","recursive__ordered__001","recursive__ordered__002","recursive__ordered__003","recursive__ordered__004","recursive__ordered__005","recursive__partial_ordered__001","recursive__partial_ordered__002","recursive__partial_ordered__003","recursive__partial_ordered__004","recursive__partial_ordered__005","iterative__random__001","iterative__random__002","iterative__random__003","iterative__random__004","iterative__random__005","iterative__ordered_decreasing__001","iterative__ordered_decreasing__002","iterative__ordered_decreasing__003","iterative__ordered_decreasing__004","iterative__ordered_decreasing__005","iterative__ordered__001","iterative__ordered__002","iterative__ordered__003","iterative__ordered__004","iterative__ordered__005","iterative__partial_ordered__001","iterative__partial_ordered__002","iterative__partial_ordered__003","iterative__partial_ordered__004","iterative__partial_ordered__005"
"0.04048135400080355","0.0401007420005044","0.03961484499450307","0.040149455999198835","0.04003645900229458","0.02740759000153048","0.02697621200059075","0.02699247800046578","0.026997045999451075","0.02694986899587093","0.025415294003323652","0.025340585001686122","0.02537770500202896","0.02509161300258711","0.025005673996929545","0.025686157001473475","0.025350543997774366","0.02530978600407252","0.025345125002786517","0.025294061997556128","0.043909650994464755","0.043912938999710605","0.043849882000358775","0.043837147000886034","0.04390623800281901","0.031111167998460587","0.03107976399769541","0.03109342999960063","0.031063663001987152","0.03104599799553398","0.02941471600206569","0.029411308001726866","0.02941210700373631","0.029437862998747732","0.029381316002400126","0.029432821997033898","0.029431265997118317","0.029430207003315445","0.029612817001179792","0.02942324199830182"
"0.061696372998994775","0.06152096599544166","0.06159789999946952","0.06158923899783986","0.06179758299549576","0.04260211299697403","0.04231056400021771","0.04230174599797465","0.042179159994702786","0.04235130800225306","0.04022125800111098","0.0399844130006386","0.03974913200363517","0.03969830300047761","0.039705529998173006","0.040183461002015974","0.039642335003009066","0.039626922996831127","0.03980370600038441","0.03982449899922358","0.06731613000010839","0.06725287099834532","0.06729353200353216","0.06728219899378018","0.06738229199982015","0.04823206599394325","0.04821522799466038","0.04820573299366515","0.04823057999601588","0.048217576993920375","0.04574144200159935","0.04575957499764627","0.045744925999315456","0.04572472400468541","0.04572497499611927","0.04575879800540861","0.04573457999504171","0.045767750998493284","0.04575359700538684","0.04575326800113544"
"0.08470799699716736","0.08442032400489552","0.08456205700349528","0.0848291229995084","0.08443279399944004","0.058568788997945376","0.05824419599957764","0.05816420400515199","0.05828190500324126","0.058107557000766974","0.055203206997248344","0.054943148999882396","0.05497082600049907","0.05496536700229626","0.054880793002666906","0.05521823900198797","0.054986279996228404","0.054823903999931645","0.05496128899540054","0.05489902399858693","0.09189482699730434","0.09194261999800801","0.09186090199364116","0.09204163600225002","0.09168081100506242","0.06615830399823608","0.06611652099672938","0.06620144699991215","0.0661219500034349","0.06615784700261429","0.06286860699765384","0.06285115899663651","0.0630589809952653","0.0627931319977506","0.06273814900487196","0.06268089300283464","0.062442943002679385","0.06283765199623303","0.06283601599716349","0.06274534400290577"
"0.17572553399804747","0.17653214000165462","0.17581399200571468","0.17611340900475625","0.17612823799572652","0.12540749899926595","0.12539972500235308","0.12522918499598745","0.12529172399808886","0.12529809199622832","0.11843503500131192","0.11911021200648975","0.11856527000054484","0.11860033999982988","0.11853443099971628","0.11867106400313787","0.11860970000270754","0.11846074299683096","0.11853020799753722","0.11879925100220134","0.19083119300194085","0.19042061199434102","0.19069999099883717","0.19051959899661597","0.19087401300203055","0.14098976099921856","0.14112564399692928","0.14091380500030937","0.1410247470048489","0.1410826729988912","0.134341413002403","0.1341941990031046","0.13429657600499922","0.13406909299374092","0.13456485699862242","0.13426732199877733","0.13435239800310228","0.13435407399811083","0.1343398109966074","0.13454574500065064"
"0.48056355500011705","0.4779081819942803","0.4776484449976124","0.47825060399918584","0.4780180800007656","0.34374453399505","0.34194598800240783","0.3426901610000641","0.3457833149950602","0.35862878099578666","0.345238531997893","0.3468002380031976","0.3423041950009065","0.3484226449945709","0.34173529500549193","0.34605936300067697","0.3474918229985633","0.34143072799633956","0.34945924599742284","0.3429722729997593","0.5140660780016333","0.5141577600006713","0.51566499099863","0.5140412070031743","0.5142414040019503","0.3812787749993731","0.3812414499989245","0.3815574159962125","0.3981077339994954","0.39915470999403624","0.39038811700447695","0.38214711600448936","0.38920163799775764","0.3832640730033745","0.38194795299932593","0.3896309179981472","0.3819595409950125","0.3871571009949548","0.38220110600377666","0.38163798800087534"
"0.7660101760047837","0.7650550800026394","0.7529147649984225","0.7513273840013426","0.7505487879971042","0.5646855869999854","0.5551058899945929","0.5659625550033525","0.5568239299973357","0.5559036240010755","0.5429506170039531","0.5312809289971483","0.5387320489971898","0.5305456819987739","0.5288919129961869","0.540130652996595","0.5319513189970166","0.5435812799987616","0.5276173159945756","0.5267751350038452","0.8232103050031583","0.8283995520032477","0.8140584569991915","0.8110927849993459","0.8114796680019936","0.6265011099967523","0.6294896820036229","0.6169749769978807","0.6153895340030431","0.6158971879995079","0.6024758369967458","0.6034949169988977","0.5925433399970643","0.5913699029988493","0.5910477449942846","0.6026820499973837","0.601176641001075","0.5945649209970725","0.5936242480020155","0.5922089270025026"
"1.0610995139941224","1.0532860730018","1.0364485230020364","1.034664121005335","1.036904542001139","0.7765313989948481","0.7780559210004867","0.7593707000050927","0.7573557959985919","0.7545640630050912","0.7421795040063444","0.7380184939975152","0.7230436020035995","0.7177967880052165","0.7188961540014134","0.739677842000674","0.7402154800001881","0.7234798440040322","0.7176438070018776","0.7203154660019209","1.1314409780025017","1.1203522989962948","1.1234910809944267","1.1174433939959272","1.1194114419995458","0.8471731460012961","0.8481074839946814","0.8410409339994658","0.8421907259980799","0.8436766160011757","0.8211433000033139","0.819715460005682","0.8068280949955806","0.8056806070017046","0.8074703269958263","0.8161755210021511","0.8168357980030123","0.8104615909978747","0.8069484330044361","0.8074844319999102"
"1.3161194159984007","1.2969062720003421","1.292824735006434","1.294861538997793","1.294292493003013","0.9768146560018067","0.9761448880017269","0.9540531509992434","0.9534863700027927","0.952410851001332","0.9356011509953532","0.9334161990045686","0.9119117070003995","0.908905551994394","0.9100076819959213","0.938785825004743","0.936815064997063","0.9100012639974011","0.9176266829963424","0.9107863329991233","1.4171974479977507","1.394581886997912","1.3927551050001057","1.3917922629989334","1.3958292780007469","1.0631107209992479","1.0620229490014026","1.0616531640043831","1.0604394320034771","1.060209973999008","1.0231888519992935","1.016454712000268","1.0330415880016517","1.0188326240022434","1.0194721250009025","1.0286720059957588","1.0211861560019315","1.018191053000919","1.0194463769948925","1.0208603139981278"
"1.6006943620013772","1.614661043000524","1.5849601779991644","1.5796039830020163","1.579015736002475","1.204181578999851","1.1737477849965217","1.1751759380058502","1.1723998759989627","1.1723386119992938","1.1467993750047754","1.1236003869998967","1.1244965340010822","1.122015665001527","1.1215017750000698","1.143777148994559","1.1237198720045853","1.1209956100065028","1.1244724940042943","1.1204779109975789","1.7369312859955244","1.7284637820048374","1.6979649049972068","1.6978826400008984","1.698861526005203","1.3214491379985702","1.3032104429948959","1.3038868810035638","1.3033210900030099","1.3019848030016874","1.2686730989953503","1.252246770003694","1.251330278995738","1.254265272997145","1.2492016030009836","1.2696249799992074","1.2528722639981424","1.251360094996926","1.252779164002277","1.2536084649982513"
"2.1654920669971034","2.1290402169979643","2.1287582389995805","2.127276831000927","2.1320079380020616","1.6254370759997983","1.6067146259956644","1.6015622729973984","1.6006791219988372","1.6008953450000263","1.5544019310036674","1.5321067080003559","1.552138922001177","1.536757199006388","1.5368352440054878","1.5564430660015205","1.538016456994228","1.5399241139966762","1.535827663996315","1.5544030659948476","2.3097879289998673","2.294369954004651","2.2901735170016764","2.2892744240016327","2.285016704001464","1.8107992410004954","1.7800573679996887","1.7779818380004144","1.7754727990031824","1.7745872099985718","1.736646612000186","1.711982793000061","1.715382573005627","1.7091421709992574","1.706427443001303","1.7396272240002872","1.7124669769982575","1.7169996880038525","1.7103784869977972","1.7169479799995315"
